ref_time,time,AccPed2D,AccPedal,AccSignl,DegOfDev,DeTorque,RevoPMin,SideAccl,SpeedCom
621.06,620.646,99.986,62.4,62.4,1.71,54.21,1994,0.02,71.33
621.08,620.666,99.986,62.4,62.4,1.76,54.21,1995,0.03,71.19
621.1,620.686,99.986,62.4,62.4,1.68,54.21,1988,0.03,71.19
621.12,620.706,99.986,62,60.8,1.69,54.21,1991,0.01,71.33
621.14,620.726,99.986,60,55.6,1.67,53.82,1994,0,71.26
621.16,620.746,99.986,56.4,49.2,1.57,51.09,1997,0,71.21
621.18,620.765,58.423,50.8,39.2,1.56,47.19,2003,0,71.07
621.2,620.785,94.888,43.6,29.2,1.49,40.95,1999,0.01,71.07
621.22,620.805,49.405,36,20.8,1.49,33.54,1983,0.01,71.1
621.24,620.825,0,28.4,12.8,1.49,25.74,1985,0.02,71.13
621.26,620.845,99.986,21.2,6.8,1.43,18.33,1983,0.03,71.05
621.28,620.865,99.986,14.8,0.8,1.51,11.31,1970,0.03,70.94
621.3,620.885,99.986,9.6,0,1.51,5.85,1968,0.02,70.94
621.32,620.905,99.986,6.4,0,1.59,2.34,1955,0.01,71
621.34,620.925,99.986,4.4,0,1.47,1.17,1945,0.01,70.94
621.36,620.945,99.986,0,0,1.34,0,1956,0,71
621.38,620.965,99.986,0,0,1.3,0,1979,0.01,70.88
621.4,620.985,99.986,0,0,1.33,0,1959,0.02,70.88
621.42,621.005,99.986,0,0,1.34,0,1931,0.01,70.68
621.44,621.025,99.986,0,0,1.19,0,1912,0.01,70.8
621.46,621.045,99.986,0,0,1.08,0,1878,0,70.94
621.48,621.065,99.986,0,0,1.16,0,1866,0,70.57
621.5,621.085,3.137,0,0,1.03,0,1843,0,70.57
621.52,621.105,94.888,0,0,0.97,0,1827,0,70.73
621.54,621.125,49.405,0,0,1.01,0,1806,0,70.63
621.56,621.145,0,0,0,0.88,0,1789,0,70.77
621.58,621.165,99.986,0,0,0.89,0,1775,0.01,70.7
621.6,621.185,99.986,0,0,0.97,0,1751,0.01,70.7
621.62,621.205,99.986,0,0,1.06,0,1738,0,70.71
621.64,621.225,99.986,0,0,1.01,0,1719,0,70.59
621.66,621.245,99.986,0,0,1.01,0,1684,0,70.7
621.68,621.265,99.986,0,0,1.04,0,1664,0.02,70.63
621.7,621.285,99.986,0,0,1.04,0,1641,0.03,70.54
621.72,621.305,99.986,0,0,1.27,0,1619,0.02,70.54
621.74,621.325,99.986,0,0,1.26,0,1594,0,70.55
621.76,621.345,99.986,0,0,1.18,0,1573,0,70.55
621.78,621.365,99.986,0,0,1.29,0,1548,0.01,70.47
621.8,621.385,99.986,0,0,1.27,0,1525,0.02,70.47
621.82,621.405,0.392,0,0,1.33,0,1499,0.03,70.41
621.84,621.425,94.888,0,0,1.36,0,1477,0.03,70.39
621.86,621.445,49.405,0,0,1.34,0,1451,0.01,70.43
621.88,621.465,0,0,0,1.33,0,1427,0.03,70.08
621.9,621.485,99.986,0,0,1.37,0,1398,0.03,70.08
621.92,621.505,99.986,0,0,1.44,0,1373,0.02,70.25
621.94,621.525,99.986,0,0,1.27,0,1345,0,70.16
621.96,621.545,99.986,0,0,1.17,0,1331,0,70.13
621.98,621.565,99.986,0,0,1.05,0,1302,0.01,70.06
622,621.585,99.986,0,0,1.15,0,1272,0.02,70.06
622.02,621.605,99.986,0.4,0.4,1.17,0,1257,0.04,70.27
622.04,621.625,99.986,1.2,1.2,1.17,0,1224,0.04,70.13
622.06,621.645,99.986,2.4,2.4,1.21,0.39,1194,0.02,70.13
622.08,621.665,99.986,3.6,3.6,1.31,1.95,1177,0,70.2
622.1,621.685,99.986,5.2,5.2,1.31,4.29,1144,0.01,70.2
622.12,621.705,99.986,6.8,6.8,1.34,7.02,1128,0.02,70.18
622.14,621.725,17.645,8,8,1.39,9.36,1104,0.01,70.08
622.16,621.745,94.888,9.2,9.2,1.3,11.7,1102,0.01,70.02
622.18,621.765,49.405,10,10,1.34,13.26,1109,0.01,69.85
622.2,621.785,0,10.8,10.8,1.34,14.43,1117,0,69.85
622.22,621.805,99.986,10.8,10.8,1.37,14.82,1123,0,70.02
622.24,621.825,99.986,11.6,11.6,1.34,14.82,1140,0.02,70.02
622.26,621.845,99.986,11.6,11.6,1.31,15.21,1197,0.03,69.95
622.28,621.865,99.986,12.8,12.8,1.37,13.65,1228,0.03,70.16
622.3,621.885,99.986,13.6,13.6,1.36,14.43,1278,0.02,70.16
622.32,621.905,99.986,14.8,14.8,1.24,14.43,1320,0,70.05
622.34,621.925,99.986,16,16,1.15,14.82,1357,0,69.8
622.36,621.945,99.986,16.8,16.8,1.02,15.6,1415,-0.02,70.32
622.38,621.965,99.986,17.2,17.2,0.93,15.6,1481,0,69.95
622.4,621.985,99.986,17.6,17.6,0.91,14.82,1523,0.02,69.95
622.42,622.005,99.986,18,18,1.08,14.82,1542,0.02,70.08
622.44,622.025,99.986,18.4,18.4,1.11,14.43,1550,0,69.98
622.46,622.045,28.623,19.2,19.2,1.02,15.21,1565,-0.01,69.97
622.48,622.065,94.888,20,20,1.24,15.6,1590,0,69.92
622.5,622.085,49.405,20,20,1.08,15.99,1596,0,69.92
622.52,622.105,0,20,20,1.23,15.6,1571,0.01,69.95
622.54,622.125,99.986,20,20,1.28,15.99,1534,0.01,70.01
622.56,622.145,99.986,20,20,1.34,16.77,1517,0.01,70.06
622.58,622.165,99.986,20.8,20.8,1.51,17.16,1512,0.01,69.78
622.6,622.185,99.986,20.8,20.8,1.66,17.94,1511,0.01,69.78
622.62,622.205,99.986,20.8,20.8,1.99,17.94,1510,0.02,69.94
622.64,622.225,99.986,21.2,21.2,2.23,17.94,1509,0.01,70.08
622.66,622.244,99.986,21.2,21.2,2.29,18.33,1505,0,70.05
622.68,622.265,99.986,22,22,2.37,18.33,1507,-0.01,70.01
622.7,622.285,99.986,22.4,23.2,2.43,19.11,1510,0,70.01
622.72,622.304,99.986,23.2,24.4,2.54,19.5,1509,0,70.02
622.74,622.324,99.986,23.6,24.4,2.63,20.28,1509,0,69.99
622.76,622.344,99.986,24,25.2,2.66,20.67,1514,0,70.13
622.78,622.364,38.426,24.8,26,2.72,21.06,1520,0,69.98
622.8,622.384,94.888,25.2,26.8,2.7,21.84,1514,-0.02,69.98
622.82,622.404,49.405,26,27.6,2.57,22.23,1508,-0.03,70.08
622.84,622.424,0,26.8,28.4,2.67,23.4,1516,-0.03,70.13
622.86,622.444,99.986,27.6,28.4,2.47,23.79,1518,-0.03,70.19
622.88,622.464,99.986,28,28.4,2.4,24.57,1513,-0.02,70.32
622.9,622.484,99.986,28,28.4,2.36,24.96,1511,0,70.32
622.92,622.504,99.986,28.4,29.2,2.33,25.35,1512,0,70.16
622.94,622.524,99.986,28.8,29.2,2.26,25.74,1516,-0.01,70.22
622.96,622.544,99.986,28.8,29.2,2.13,25.74,1515,-0.03,70.27
622.98,622.564,99.986,28.8,29.2,1.89,26.13,1512,-0.03,70.32
623,622.584,99.986,29.2,29.6,1.75,26.13,1511,-0.02,70.32
623.02,622.604,99.986,29.2,29.6,1.61,26.13,1512,-0.01,70.32
623.04,622.624,99.986,29.2,29.6,1.42,26.52,1512,0,70.16
623.06,622.644,99.986,29.6,29.6,1.34,26.52,1515,0.01,70.45
623.08,622.664,99.986,29.6,29.6,1.33,26.52,1513,0,70.32
623.1,622.684,47.836,29.6,29.6,1.25,26.52,1513,-0.01,70.32
623.12,622.704,94.888,29.6,30,1.06,26.52,1512,-0.02,70.52
623.14,622.724,49.405,29.6,30,0.82,26.91,1513,-0.02,70.57
623.16,622.744,0,29.6,30,0.69,26.91,1514,0,70.33
623.18,622.764,99.986,29.6,30,0.69,26.91,1513,0.01,70.45
623.2,622.784,99.986,29.6,30,0.67,26.91,1509,0.01,70.45
623.22,622.804,99.986,29.6,30,0.67,26.91,1509,0.01,70.22
623.24,622.824,99.986,29.6,30,0.69,26.91,1514,0,70.47
623.26,622.844,99.986,29.6,30,0.6,26.91,1520,0,70.55
623.28,622.864,99.986,30,30,0.42,26.91,1513,0.01,70.5
623.3,622.884,99.986,30,30,0.61,26.91,1511,0.02,70.5
623.32,622.904,99.986,30,30,0.68,26.91,1516,0.01,70.45
623.34,622.924,99.986,30,30,0.71,26.91,1515,0.01,70.47
623.36,622.944,99.986,30,30,0.78,26.91,1513,0.01,70.66
623.38,622.964,99.986,30,30,0.78,26.91,1514,0.02,70.55
623.4,622.984,99.986,30,30,0.81,26.91,1517,0.03,70.55
623.42,623.004,47.052,30,30,0.83,26.91,1519,0.04,70.59
623.44,623.024,94.888,30,30,0.91,26.91,1515,0.05,70.68
623.46,623.044,49.405,30,30,1.09,26.91,1512,0.03,70.68
623.48,623.064,0,30,30,1.08,26.91,1516,0.02,70.66
623.5,623.084,99.986,30,30,0.93,26.91,1522,0.02,70.66
623.52,623.104,99.986,30,30,0.95,26.91,1517,0.02,70.55
623.54,623.124,99.986,30,30,0.85,26.91,1514,0.01,70.47
623.56,623.144,99.986,30,30,0.77,27.3,1518,0.02,70.64
623.58,623.164,99.986,30,30,0.73,27.3,1520,0.04,70.52
623.6,623.184,99.986,30,30,0.82,26.91,1516,0.01,70.52
623.62,623.204,99.986,30,30,0.69,27.3,1515,0,70.38
623.64,623.224,99.986,30,30,0.66,26.91,1516,0,70.57
623.66,623.244,99.986,30,30,0.56,26.91,1521,0,70.61
623.68,623.264,99.986,30,30.4,0.5,26.91,1519,0.02,70.55
623.7,623.284,99.986,30.4,30.4,0.76,27.3,1515,0.04,70.55
623.72,623.304,99.986,30.4,30.4,0.95,27.3,1515,0.05,70.57
623.74,623.324,46.268,30.4,31.2,1.09,27.3,1519,0.04,70.5
623.76,623.344,94.888,30.8,31.2,1.2,27.69,1520,0.03,70.61
623.78,623.364,49.405,30.8,31.2,1.25,27.69,1520,0.05,70.38
623.8,623.384,0,30.8,31.2,1.43,27.69,1521,0.07,70.38
623.82,623.404,99.986,30.8,31.2,1.61,28.08,1521,0.07,70.63
623.84,623.424,99.986,31.2,31.2,1.55,28.08,1521,0.06,70.59
623.86,623.444,99.986,31.2,31.2,1.51,28.08,1522,0.04,70.43
623.88,623.464,99.986,31.2,31.2,1.47,28.08,1522,0.04,70.59
623.9,623.484,99.986,31.2,31.2,1.41,28.08,1517,0.05,70.59
623.92,623.504,99.986,31.2,31.2,1.34,28.47,1514,0.06,70.59
623.94,623.524,99.986,31.2,31.2,1.34,28.47,1521,0.03,70.73
623.96,623.544,99.986,31.2,31.2,1.18,28.08,1526,0,70.84
623.98,623.564,99.986,31.2,31.2,1.01,28.08,1523,0.01,70.75
624,623.584,99.986,31.2,31.2,1,28.08,1519,0.02,70.75
624.02,623.604,99.986,31.2,31.2,1.13,28.47,1517,0.03,70.8
624.04,623.624,99.986,31.2,31.2,1.28,28.08,1520,0.03,70.61
624.06,623.644,46.66,31.2,31.2,1.39,28.08,1523,0.02,70.8
624.08,623.664,94.888,31.2,31.2,1.68,28.08,1519,0,70.82
624.1,623.684,49.405,31.2,31.2,1.81,28.47,1520,0,70.82
624.12,623.704,0,31.2,31.2,1.96,28.08,1523,0.04,70.88
624.14,623.723,99.986,31.2,31.2,2,28.08,1521,0.07,70.75
624.16,623.743,99.986,31.2,31.2,2.14,28.08,1518,0.1,70.75
624.18,623.763,99.986,31.2,31.2,2.19,28.47,1519,0.11,70.78
624.2,623.783,99.986,31.2,31.2,2.32,28.47,1523,0.08,70.78
624.22,623.803,99.986,31.2,31.2,2.13,28.08,1521,0.03,70.84
624.24,623.823,99.986,31.2,31.2,1.59,28.08,1520,0.01,70.77
624.26,623.843,99.986,31.2,31.2,1.21,28.08,1523,0.02,70.77
624.28,623.863,99.986,31.2,31.2,1.01,28.08,1525,0.04,70.8
624.3,623.883,99.986,31.2,31.2,0.69,28.08,1522,0.06,70.84
624.32,623.903,99.986,31.2,31.2,0.53,28.08,1519,0.05,70.84
624.34,623.923,99.986,31.2,31.2,0.38,28.47,1523,0.02,70.92
624.36,623.943,99.986,31.2,31.2,0.07,28.08,1531,0,70.96
624.38,623.963,45.876,31.2,31.2,0.26,28.08,1531,0.02,70.89
624.4,623.983,94.888,31.2,31.2,0.33,28.08,1524,0.03,70.89
624.42,624.003,49.405,31.2,31.2,0.46,28.08,1522,0.04,70.88
624.44,624.023,0,31.2,31.2,0.58,28.08,1530,0.05,70.95
624.46,624.043,99.986,31.2,31.2,0.62,28.08,1531,0.05,71.09
624.48,624.063,99.986,31.2,31.2,0.61,28.08,1527,0.05,71
624.5,624.083,99.986,31.2,31.2,0.67,28.08,1526,0.06,71
624.52,624.103,99.986,31.2,31.2,0.59,28.08,1534,0.08,71.12
624.54,624.123,99.986,31.2,31.2,0.65,28.08,1534,0.08,70.98
624.56,624.143,99.986,31.2,31.2,0.65,28.08,1530,0.07,71.09
624.58,624.163,99.986,31.2,31.2,0.52,28.08,1527,0.08,71.07
624.6,624.183,99.986,31.2,31.2,0.49,28.08,1527,0.08,71.07
624.62,624.203,99.986,31.2,31.2,0.45,28.08,1525,0.09,71.07
624.64,624.223,99.986,31.2,31.6,0.24,28.08,1527,0.1,71.21
624.66,624.243,99.986,31.6,31.6,0.19,28.47,1529,0.09,71.21
624.68,624.263,99.986,31.6,31.6,0.09,28.47,1528,0.09,71.09
624.7,624.283,46.268,31.6,32,0.15,28.47,1525,0.08,71.09
624.72,624.303,94.888,32,32.8,0.16,28.47,1525,0.09,71.02
624.74,624.323,49.405,32.4,33.2,0.16,28.86,1528,0.09,71.07
624.76,624.343,0,32.8,33.6,0.16,29.25,1533,0.09,71.12
624.78,624.363,99.986,33.2,34,0.11,29.64,1530,0.1,71
624.8,624.383,99.986,33.6,34.4,0.02,30.03,1526,0.1,71
624.82,624.403,99.986,34,34.8,0.03,30.42,1529,0.1,71.02
624.84,624.423,99.986,34.4,35.6,0.02,30.81,1532,0.09,71.1
624.86,624.443,99.986,34.8,35.6,0,31.2,1530,0.09,71.05
624.88,624.463,99.986,35.2,35.6,0.07,31.59,1529,0.1,71.02
624.9,624.483,99.986,35.2,36,0.14,31.98,1531,0.12,71.02
624.92,624.503,99.986,35.6,36,0.05,32.37,1532,0.12,71.09
624.94,624.523,99.986,35.6,36,0.13,32.37,1531,0.11,71.13
624.96,624.543,99.986,35.6,36,0.15,32.76,1531,0.1,71.02
624.98,624.563,99.986,36,36,0.18,32.76,1530,0.09,71.07
625,624.583,99.986,36,36.4,0.34,32.76,1533,0.08,71.07
625.02,624.603,51.757,36,36.4,0.35,32.76,1533,0.09,71.12
625.04,624.623,94.888,36,36.4,0.33,33.15,1533,0.1,71.21
625.06,624.643,49.405,36,36.4,0.33,33.15,1533,0.09,71.12
625.08,624.663,0,36.4,36.4,0.34,33.15,1534,0.09,71.26
625.1,624.683,99.986,36.4,36.4,0.32,33.15,1533,0.08,71.26
625.12,624.703,99.986,36.4,36.4,0.26,33.15,1534,0.08,71.28
625.14,624.723,99.986,36.4,36.4,0.33,33.15,1534,0.07,71.44
625.16,624.743,99.986,36.4,36.4,0.31,33.15,1535,0.08,71.42
625.18,624.763,99.986,36.4,36.4,0.09,33.15,1531,0.07,71.54
625.2,624.783,99.986,36.4,36.4,0.03,33.15,1531,0.07,71.54
625.22,624.803,99.986,36.4,36.8,0.03,33.15,1532,0.06,71.54
625.24,624.823,99.986,36.4,36.8,0.14,33.15,1533,0.06,71.65
625.26,624.843,99.986,36.8,36.8,0.24,33.54,1533,0.05,71.54
625.28,624.863,99.986,36.8,36.8,0.37,33.54,1535,0.05,71.66
625.3,624.883,99.986,36.8,36.8,0.49,33.54,1535,0.04,71.66
625.32,624.903,99.986,36.8,36.8,0.59,33.54,1534,0.04,71.65
625.34,624.923,51.757,36.8,36.8,0.71,33.54,1536,0.04,71.73
625.36,624.943,94.888,36.8,36.8,0.84,33.54,1537,0.04,71.88
625.38,624.963,49.405,36.8,37.2,0.97,33.93,1536,0.05,71.73
625.4,624.983,0,37.2,37.2,1.12,33.93,1538,0.05,71.8
625.42,625.003,99.986,37.2,37.2,1.28,33.93,1535,0.02,71.8
625.44,625.023,99.986,37.2,37.2,1.37,33.93,1536,0,72.05
625.46,625.043,99.986,37.6,38,1.16,33.93,1539,0,71.77
625.48,625.063,99.986,37.6,38,1.26,34.32,1538,0.03,71.96
625.5,625.083,99.986,37.6,38,1.54,34.32,1538,0.04,71.96
625.52,625.103,99.986,37.6,38,1.64,34.32,1540,0.04,71.76
625.54,625.123,99.986,37.6,38,1.7,34.71,1546,0.02,71.63
625.56,625.143,99.986,37.6,38,1.83,34.32,1545,0,72.13
625.58,625.163,99.986,38,38,1.94,34.71,1540,0,71.8
625.6,625.183,99.986,38,38,1.7,34.71,1540,0,71.8
625.62,625.203,99.986,38,38,1.65,34.71,1545,0.01,71.55
625.64,625.222,99.986,38,38,1.74,34.71,1546,0,71.52
625.66,625.242,52.149,38,38,1.74,34.71,1544,-0.01,71.56
625.68,625.262,94.888,38,38,1.6,34.71,1541,-0.01,71.51
625.7,625.282,49.405,38,38,1.36,34.71,1540,-0.02,71.51
625.72,625.302,0,38,38,1.5,34.71,1542,-0.03,71.76
625.74,625.322,99.986,38,38,1.36,34.71,1543,-0.04,71.79
625.76,625.342,99.986,38,38,1.47,34.71,1543,-0.01,71.4
625.78,625.362,99.986,38,38,1.53,34.71,1546,0,72.07
625.8,625.382,99.986,38,38,1.75,34.71,1545,0.01,72.07
625.82,625.402,99.986,38,38,1.98,34.71,1542,0.01,72.02
625.84,625.422,99.986,38,38,2.13,34.71,1546,0,72.02
625.86,625.442,99.986,38,38,2.27,34.71,1552,0,71.95
625.88,625.462,99.986,38,38,2.33,34.32,1549,0,72.16
625.9,625.482,99.986,37.6,37.6,2.39,34.32,1546,0,72.16
625.92,625.502,99.986,37.6,37.6,2.4,34.71,1546,0,72.27
625.94,625.522,99.986,37.6,37.2,2.35,34.32,1548,0,72.16
625.96,625.542,99.986,37.6,37.2,2.21,34.32,1545,-0.01,72.2
625.98,625.562,49.405,37.2,37.2,2.2,34.32,1550,-0.02,72.16
626,625.582,94.888,37.2,36.8,2.19,33.93,1550,-0.03,72.16
626.02,625.602,49.405,36.8,36.4,2.07,33.93,1548,-0.04,72.39
626.04,625.622,0,36.4,35.6,1.78,33.54,1546,-0.05,72.02
626.06,625.642,99.986,36,34.8,1.68,33.15,1544,-0.05,72.16
626.08,625.662,99.986,35.6,34.8,1.54,32.76,1545,-0.05,71.96
626.1,625.682,99.986,35.2,34.8,1.36,31.98,1548,-0.02,71.96
626.12,625.702,99.986,34.8,34.4,1.42,31.98,1544,-0.01,71.97
626.14,625.722,99.986,34.8,34.4,1.56,31.59,1548,-0.02,72.02
626.16,625.742,99.986,34.8,34.4,1.71,31.59,1549,-0.02,71.91
626.18,625.762,99.986,34.4,33.6,1.84,31.59,1544,-0.01,72.04
626.2,625.782,99.986,34,33.6,2.13,31.2,1545,-0.02,72.04
626.22,625.802,99.986,34,33.6,2.19,30.81,1552,-0.02,71.91
626.24,625.822,99.986,34,33.6,2.33,30.42,1553,-0.01,71.91
626.26,625.842,99.986,33.6,33.6,2.49,30.42,1550,0,72.09
626.28,625.862,99.986,33.6,33.6,2.7,30.42,1547,0,72.14
626.3,625.882,43.915,33.6,33.6,2.88,30.42,1547,0,72.14
626.32,625.902,94.888,33.6,33.6,2.91,30.42,1556,-0.02,72.18
626.34,625.922,49.405,33.6,33.6,2.89,30.03,1558,-0.04,71.95
626.36,625.942,0,33.6,33.6,2.99,30.03,1553,-0.04,72.25
626.38,625.962,99.986,33.6,33.6,2.93,30.42,1552,-0.01,72.39
626.4,625.982,99.986,33.6,33.6,3.04,30.42,1552,0,72.39
626.42,626.002,99.986,33.6,33.6,3.09,30.42,1554,-0.02,72.23
626.44,626.022,99.986,33.6,33.6,2.94,30.03,1555,-0.03,72.18
626.46,626.042,99.986,33.6,33.6,2.76,30.42,1551,-0.03,72.57
626.48,626.062,99.986,33.6,33.6,2.7,30.42,1554,-0.04,72.38
626.5,626.082,99.986,33.6,33.6,2.57,30.03,1554,-0.04,72.38
626.52,626.102,99.986,33.6,33.6,2.25,30.03,1551,-0.01,72.38
626.54,626.122,99.986,33.6,33.6,2.38,30.42,1550,0,72.39
626.56,626.142,99.986,33.6,33.6,2.55,30.42,1554,-0.03,72.27
626.58,626.162,99.986,33.6,33.6,2.52,30.03,1553,-0.03,72.57
626.6,626.182,99.986,33.6,33.6,2.5,30.42,1554,-0.01,72.57
626.62,626.202,43.915,33.6,33.6,2.33,30.03,1557,-0.03,72.41
626.64,626.222,94.888,33.6,33.6,2.2,30.03,1556,-0.01,72.49
626.66,626.242,49.405,33.6,33.6,2.19,30.03,1554,-0.01,72.44
626.68,626.262,0,33.6,33.6,2.27,30.03,1555,-0.02,72.49
626.7,626.282,99.986,33.6,33.6,2.11,30.03,1555,-0.04,72.49
626.72,626.302,99.986,33.6,33.6,2.03,30.42,1559,-0.03,72.5
626.74,626.322,99.986,33.6,33.6,2.02,30.03,1556,-0.04,72.41
626.76,626.342,99.986,33.6,33.6,2.02,30.03,1555,-0.04,72.53
626.78,626.362,99.986,33.6,33.6,2.02,30.42,1560,-0.02,72.38
626.8,626.382,99.986,33.6,33.6,2.04,30.03,1561,-0.02,72.38
626.82,626.402,99.986,33.6,33.6,2.08,30.03,1559,-0.02,72.39
626.84,626.422,99.986,33.6,33.6,2.17,30.03,1556,-0.01,72.55
626.86,626.442,99.986,33.6,33.6,2.22,30.03,1557,0,72.53
626.88,626.462,99.986,33.6,33.6,2.38,30.03,1560,-0.02,72.62
626.9,626.482,99.986,33.6,33.6,2.33,30.03,1560,-0.04,72.62
626.92,626.502,99.986,33.6,33.6,2.08,30.03,1558,-0.04,72.44
626.94,626.522,44.307,33.6,33.6,2.13,30.03,1558,-0.03,72.63
626.96,626.542,94.888,33.6,33.6,2.19,30.03,1560,-0.02,72.73
626.98,626.562,49.405,33.6,33.6,2.23,30.03,1559,-0.02,72.71
627,626.582,0,33.6,33.6,2.34,30.03,1563,-0.03,72.71
627.02,626.602,99.986,33.6,33.6,2.39,30.03,1566,-0.03,72.63
627.04,626.622,99.986,33.6,33.6,2.44,30.03,1560,-0.03,72.63
627.06,626.642,99.986,33.6,33.6,2.62,30.03,1559,-0.02,72.67
627.08,626.662,99.986,33.6,33.6,2.71,30.03,1560,-0.02,72.67
627.1,626.682,99.986,33.6,33.6,2.82,30.03,1563,-0.01,72.67
627.12,626.701,99.986,33.6,33.6,2.87,30.03,1562,-0.03,72.62
627.14,626.721,99.986,33.6,33.6,2.81,30.03,1563,-0.03,72.48
627.16,626.741,99.986,33.6,33.6,2.85,30.03,1562,-0.03,72.45
627.18,626.761,99.986,33.6,33.6,2.96,30.03,1567,-0.03,72.48
627.2,626.781,99.986,33.6,33.6,2.83,30.03,1566,-0.04,72.35
627.22,626.801,99.986,33.6,33.6,2.88,30.03,1558,-0.04,72.35
627.24,626.821,99.986,33.6,33.6,2.96,30.03,1562,-0.05,72.49
627.26,626.841,44.307,33.6,33.6,2.87,30.03,1566,-0.05,72.55
627.28,626.861,94.888,33.6,33.6,2.88,30.03,1564,-0.04,72.57
627.3,626.881,49.405,33.6,33.6,2.99,30.03,1566,-0.05,72.57
627.32,626.901,0,33.6,33.6,2.91,30.03,1568,-0.04,72.62
627.34,626.921,99.986,33.6,33.6,2.93,30.03,1568,-0.05,72.78
627.36,626.941,99.986,33.6,33.6,2.94,30.03,1567,-0.07,72.85
627.38,626.961,99.986,33.6,33.6,2.92,30.03,1563,-0.06,72.85
627.4,626.981,99.986,33.6,33.6,2.96,30.03,1564,-0.04,72.85
627.42,627.001,99.986,33.6,33.6,3.05,30.03,1566,-0.04,72.95
627.44,627.021,99.986,33.6,33.6,3.06,30.03,1564,-0.03,72.84
627.46,627.041,99.986,33.6,33.6,3.36,30.03,1566,-0.04,72.95
627.48,627.061,99.986,33.6,33.6,3.41,30.03,1569,-0.06,72.8
627.5,627.081,99.986,33.6,33.6,3.36,30.03,1568,-0.06,72.8
627.52,627.101,99.986,33.6,33.6,3.51,30.03,1564,-0.04,72.85
627.54,627.121,99.986,33.6,33.6,3.67,30.03,1560,-0.05,72.9
627.56,627.141,99.986,33.6,33.6,3.71,30.03,1563,-0.03,72.91
627.58,627.161,44.699,33.6,33.6,3.86,30.03,1565,-0.05,72.69
627.6,627.181,94.888,33.6,33.6,4.03,30.03,1569,-0.07,72.69
627.62,627.201,49.405,33.6,33.6,3.92,30.03,1567,-0.07,72.87
627.64,627.221,0,33.6,33.6,4.01,30.03,1565,-0.07,72.85
627.66,627.241,99.986,33.6,33.6,4.04,30.03,1562,-0.08,72.78
627.68,627.261,99.986,33.6,33.6,4.04,30.03,1564,-0.06,72.76
627.7,627.281,99.986,33.6,33.6,4.19,30.03,1570,-0.05,72.76
627.72,627.301,99.986,33.6,33.6,4.34,30.03,1573,-0.07,72.83
627.74,627.321,99.986,33.6,33.6,4.38,30.03,1566,-0.07,72.8
627.76,627.341,99.986,33.6,33.6,4.37,30.03,1563,-0.07,72.97
627.78,627.361,99.986,33.6,33.6,4.34,30.03,1570,-0.08,73.09
627.8,627.381,99.986,33.6,33.6,4.36,30.03,1573,-0.09,73.09
627.82,627.401,99.986,33.6,33.6,4.41,30.03,1571,-0.08,73.06
627.84,627.421,99.986,33.6,33.6,4.4,30.03,1567,-0.07,72.97
627.86,627.441,99.986,33.6,33.6,4.55,30.03,1568,-0.07,73.34
627.88,627.461,99.986,33.6,33.6,4.7,30.03,1572,-0.08,73.13
627.9,627.481,44.699,33.6,33.6,4.65,30.03,1571,-0.09,73.13
627.92,627.501,94.888,33.6,33.6,4.68,30.03,1567,-0.1,73.34
627.94,627.521,49.405,33.6,33.6,4.74,30.03,1570,-0.1,73.29
627.96,627.541,0,33.6,33.6,4.57,30.03,1572,-0.09,73.13
627.98,627.561,99.986,33.6,33.6,4.58,30.03,1572,-0.09,73.08
628,627.581,99.986,33.6,33.6,4.55,30.03,1570,-0.09,73.08
628.02,627.601,99.986,33.6,33.6,4.52,30.03,1573,-0.09,73.11
628.04,627.621,99.986,33.6,33.6,4.54,30.03,1575,-0.11,73.16
628.06,627.641,99.986,33.6,34,4.51,30.03,1573,-0.12,73.02
628.08,627.661,99.986,33.6,34,4.32,30.03,1567,-0.11,73.05
628.1,627.681,99.986,34,34,4.39,30.03,1569,-0.1,73.05
628.12,627.701,99.986,34,34,4.49,30.03,1572,-0.11,73.02
628.14,627.721,99.986,34,34.4,4.47,30.03,1573,-0.1,73.36
628.16,627.741,99.986,34.4,34.4,4.47,30.42,1575,-0.09,73.2
628.18,627.761,99.986,34.4,35.2,4.51,30.42,1575,-0.09,73.34
628.2,627.781,99.986,34.8,35.6,4.56,30.81,1572,-0.09,73.34
628.22,627.801,46.66,35.2,35.6,4.66,31.2,1571,-0.09,73.45
628.24,627.821,94.888,35.2,35.6,4.6,31.59,1577,-0.1,73.61
628.26,627.841,49.405,35.6,35.6,4.55,31.59,1581,-0.1,73.26
628.28,627.861,0,35.6,36,4.44,31.59,1579,-0.11,73.48
628.3,627.881,99.986,36,36.4,4.45,31.59,1576,-0.1,73.48
628.32,627.901,99.986,36,36.8,4.45,31.98,1579,-0.1,73.38
628.34,627.921,99.986,36.4,36.8,4.42,32.37,1580,-0.1,73.48
628.36,627.941,99.986,36.4,36.8,4.52,32.37,1579,-0.11,73.3
628.38,627.961,99.986,36.8,36.8,4.47,32.76,1574,-0.12,73.41
628.4,627.981,99.986,36.8,37.2,4.5,32.76,1580,-0.12,73.41
628.42,628.001,99.986,36.8,37.2,4.49,33.15,1580,-0.12,73.38
628.44,628.021,99.986,37.2,37.6,4.54,33.15,1580,-0.11,73.16
628.46,628.041,99.986,37.2,37.6,4.68,33.15,1580,-0.1,73.26
