"time,DegOfDev"
"534.1428,15.68"
"534.1627,15.68"
"534.1827,15.68"
"534.2028,15.76"
"534.2228,15.72"
"534.2427,15.62"
"534.2628,15.65"
"534.2828,15.77"
"534.3027,15.7"
"534.3228,15.54"
"534.3428,15.51"
"534.3627,15.47"
"534.3828,15.49"
"534.4028,15.39"
"534.4227,15.37"
"534.4427,15.3"
"534.4628,15.24"
"534.4827,15.26"
"534.5027,15.33"
"534.5228,15.34"
"534.5427,15.34"
"534.5627,15.47"
"534.5828,15.63"
"534.6027,15.69"
"534.6227,15.83"
"534.6428,15.97"
"534.6627,16.04"
"534.6827,16.07"
"534.7028,15.99"
"534.7228,15.85"
"534.7427,15.82"
"534.7628,15.78"
"534.7828,15.68"
"534.8027,15.55"
"534.8228,15.56"
"534.8428,15.42"
"534.8627,15.24"
"534.8828,15.13"
"534.9028,14.92"
"534.9227,14.75"
"534.9427,14.7"
"534.9628,14.81"
"534.9827,14.83"
"535.0027,14.9"
"535.0237,15.04"
"535.0427,15.32"
"535.0627,15.59"
"535.0828,15.64"
"535.1027,15.77"
"535.1227,15.88"
"535.1428,15.95"
"535.1627,15.86"
"535.1827,15.67"
"535.2028,15.85"
"535.2228,15.91"
"535.2427,15.97"
"535.2628,16.01"
"535.2828,15.88"
"535.3027,15.84"
"535.3228,15.79"
"535.3428,15.64"
"535.3627,15.59"
"535.3828,15.59"
"535.4028,15.68"
"535.4238,15.68"
"535.4427,15.72"
"535.4628,15.83"
"535.4827,15.79"
"535.5027,15.81"
"535.5228,15.88"
"535.5427,15.81"
"535.5627,15.69"
"535.5828,15.48"
"535.6027,15.37"
"535.6238,15.32"
"535.6428,15.18"
"535.6627,15.12"
"535.6827,15.02"
"535.7028,15"
"535.7228,14.92"
"535.7427,14.96"
"535.7628,15.08"
"535.7828,15.24"
"535.8027,15.39"
"535.8237,15.46"
"535.8428,15.48"
"535.8627,15.53"
"535.8828,15.52"
"535.9028,15.44"
"535.9227,15.37"
"535.9427,15.3"
"535.9628,15.25"
"535.9827,15.09"
"536.0027,15.01"
"536.0237,14.97"
"536.0427,14.78"
"536.0627,14.68"
"536.0828,14.65"
"536.1027,14.57"
"536.1227,14.44"
"536.1428,14.34"
"536.1627,14.16"
"536.1827,14"
"536.2028,13.95"
"536.2238,13.74"
"536.2427,13.49"
"536.2628,13.19"
"536.2828,13"
"536.3027,12.8"
"536.3228,12.59"
"536.3428,12.29"
"536.3627,12.08"
"536.3828,11.75"
"536.4028,11.4"
"536.4238,11.2"
"536.4427,11.04"
"536.4628,10.81"
"536.4827,10.72"
"536.5027,10.63"
"536.5228,10.56"
"536.5427,10.46"
"536.5627,10.36"
"536.5828,10.22"
"536.6027,10.2"
"536.6238,10.08"
"536.6428,9.88"
"536.6638,9.74"
"536.6838,9.65"
"536.7037,9.29"
"536.7228,9.07"
"536.7427,8.99"
"536.7637,8.7"
"536.7828,8.24"
"536.8038,7.8"
"536.8237,7.27"
"536.8438,6.97"
"536.8638,6.59"
"536.8828,6.23"
"536.9037,5.9"
"536.9227,5.62"
"536.9427,5.24"
"536.9637,4.87"
"536.9838,4.55"
"537.0037,4.31"
"537.0237,4.15"
"537.0438,3.99"
"537.0637,3.82"
"537.0828,3.65"
"537.1038,3.54"
"537.1238,3.36"
"537.1428,3.23"
"537.1627,3.15"
"537.1827,2.99"
"537.2028,2.82"
"537.2238,2.63"
"537.2427,2.67"
"537.2628,2.51"
"537.2828,2.3"
"537.3027,2.48"
"537.3228,2.27"
"537.3428,2.02"
"537.3627,1.85"
"537.3828,1.59"
"537.4028,1.48"
"537.4227,1.19"
"537.4427,1.02"
"537.4628,1.21"
"537.4827,1.19"
"537.5027,1.12"
"537.5228,0.89"
"537.5427,0.76"
"537.5627,0.68"
"537.5828,0.62"
"537.6027,0.52"
"537.6227,0.5"
"537.6428,0.47"
"537.6627,0.44"
"537.6827,0.38"
"537.7028,0.34"
"537.7228,0.33"
"537.7427,0.25"
"537.7628,0.34"
"537.7828,0.41"
"537.8027,0.35"
"537.8228,0.3"
"537.8428,0.3"
"537.8627,0.46"
"537.8828,0.46"
"537.9028,0.37"
"537.9227,0.33"
"537.9427,0.45"
"537.9628,0.43"
"537.9827,0.34"
"538.0027,0.44"
"538.0228,0.5"
"538.0427,0.5"
"538.0627,0.38"
"538.0828,0.36"
"538.1027,0.46"
"538.1227,0.42"
"538.1428,0.44"
"538.1627,0.57"
"538.1827,0.5"
"538.2028,0.63"
"538.2228,0.67"
"538.2427,0.67"
"538.2628,0.65"
"538.2828,0.67"
"538.3027,0.74"
"538.3228,0.68"
"538.3428,0.74"
"538.3627,0.85"
"538.3828,1.11"
"538.4028,1.24"
"538.4227,1.19"
"538.4427,1.21"
"538.4628,1.28"
"538.4827,1.28"
"538.5027,1.32"
"538.5228,1.35"
"538.5427,1.35"
"538.5627,1.46"
"538.5828,1.59"
"538.6027,1.68"
"538.6227,1.68"
"538.6428,1.7"
"538.6627,1.73"
"538.6827,1.84"
"538.7028,1.74"
"538.7228,1.55"
"538.7427,1.57"
"538.7628,1.67"
"538.7828,1.72"
"538.8027,1.72"
"538.8228,1.65"
"538.8428,1.7"
"538.8627,1.66"
"538.8828,1.65"
"538.9028,1.64"
"538.9227,1.66"
"538.9427,1.63"
"538.9628,1.75"
"538.9827,1.8"
"539.0027,1.77"
"539.0228,1.86"
"539.0427,1.8"
"539.0627,1.8"
"539.0828,1.65"
"539.1027,1.6"
"539.1227,1.6"
"539.1428,1.59"
"539.1627,1.51"
"539.1827,1.25"
"539.2028,1.17"
"539.2228,1.12"
"539.2427,1.02"
"539.2628,0.95"
"539.2828,0.84"
"539.3027,0.77"
"539.3228,0.6"
"539.3428,0.65"
"539.3627,0.72"
"539.3828,0.71"
"539.4028,0.73"
"539.4227,0.67"
"539.4427,0.64"
"539.4628,0.7"
"539.4827,0.68"
"539.5027,0.61"
"539.5228,0.65"
"539.5427,0.64"
"539.5627,0.67"
"539.5828,0.63"
"539.6027,0.69"
"539.6227,0.62"
"539.6428,0.69"
"539.6627,0.93"
"539.6827,1.17"
"539.7028,1.15"
"539.7228,0.97"
"539.7427,0.9"
"539.7628,1.01"
"539.7828,1.15"
"539.8027,1.32"
"539.8228,1.5"
"539.8428,1.2"
"539.8627,0.93"
"539.8828,0.66"
"539.9028,0.43"
"539.9227,0.17"
"539.9427,0.03"
"539.9628,0.07"
"539.9827,0.02"
"540.0027,0.16"
"540.0228,0.11"
"540.0427,0.01"
"540.0627,0.11"
"540.0828,0.4"
"540.1027,0.59"
"540.1227,0.79"
"540.1428,0.91"
"540.1627,1.05"
"540.1827,1.31"
"540.2028,1.26"
"540.2228,1.26"
"540.2427,1.35"
"540.2628,1.29"
"540.2828,1.27"
"540.3027,1.32"
"540.3228,1.34"
"540.3428,1.3"
"540.3627,1.2"
"540.3828,1.06"
"540.4028,1"
"540.4227,0.95"
"540.4427,0.97"
"540.4628,1.03"
"540.4827,1.05"
"540.5027,1.02"
"540.5228,1.13"
"540.5427,1.27"
"540.5627,1.31"
"540.5828,1.18"
"540.6027,1.25"
"540.6227,1.37"
"540.6428,1.37"
"540.6627,1.44"
"540.6827,1.6"
"540.7028,1.58"
"540.7228,1.63"
"540.7427,1.55"
"540.7628,1.39"
"540.7828,1.28"
"540.8027,1.32"
"540.8228,1.19"
"540.8428,1.2"
"540.8627,1.18"
"540.8828,1.26"
"540.9028,1.25"
"540.9227,1.26"
"540.9427,1.33"
"540.9628,1.37"
"540.9827,1.33"
"541.0027,1.37"
"541.0228,1.37"
"541.0427,1.34"
"541.0627,1.34"
"541.0828,1.44"
"541.1027,1.45"
"541.1227,1.31"
"541.1428,1.34"
"541.1627,1.37"
"541.1827,1.27"
"541.2028,1.19"
"541.2228,1.23"
"541.2427,1.2"
"541.2628,1.09"
"541.2828,1.12"
"541.3027,1.03"
"541.3228,1.08"
"541.3428,1.07"
"541.3627,1.07"
"541.3828,1.06"
"541.4028,1.01"
"541.4227,1.01"
"541.4427,1.01"
"541.4628,0.97"
"541.4827,1.05"
"541.5027,0.96"
"541.5228,0.84"
"541.5427,0.83"
"541.5627,0.86"
"541.5828,0.79"
"541.6027,0.69"
"541.6227,0.8"
"541.6428,1"
"541.6627,1.04"
"541.6827,0.91"
"541.7028,0.76"
"541.7228,0.54"
"541.7427,0.31"
"541.7628,0.24"
"541.7828,0.09"
"541.8027,0.15"
"541.8228,0.02"
"541.8428,0.12"
"541.8627,0"
"541.8828,0.11"
"541.9028,0.16"
"541.9227,0.18"
"541.9427,0.16"
"541.9628,0.08"
"541.9827,0.04"
"542.0027,0.01"
"542.0228,0"
"542.0427,0.1"
"542.0627,0.19"
"542.0828,0.24"
"542.1027,0.2"
"542.1227,0.3"
"542.1428,0.33"
"542.1627,0.39"
"542.1827,0.59"
"542.2028,0.67"
"542.2228,0.68"
"542.2427,0.73"
"542.2628,0.83"
"542.2828,0.82"
"542.3027,0.72"
"542.3228,0.62"
"542.3428,0.71"
"542.3627,0.64"
"542.3828,0.48"
"542.4028,0.39"
"542.4227,0.5"
"542.4427,0.56"
"542.4628,0.63"
"542.4827,0.67"
"542.5027,0.67"
"542.5228,0.67"
"542.5427,0.67"
"542.5627,0.56"
"542.5828,0.62"
"542.6027,0.67"
"542.6227,0.67"
"542.6428,0.63"
"542.6627,0.66"
"542.6827,0.67"
"542.7028,0.67"
"542.7228,0.76"
"542.7427,0.71"
"542.7628,0.67"
"542.7828,0.73"
"542.8027,0.99"
"542.8228,1.07"
"542.8428,0.82"
"542.8627,0.82"
"542.8828,0.73"
"542.9028,0.66"
"542.9227,0.7"
"542.9427,0.82"
"542.9628,0.83"
"542.9827,0.71"
"543.0027,0.52"
"543.0228,0.45"
"543.0427,0.47"
"543.0627,0.45"
"543.0828,0.62"
"543.1027,0.74"
"543.1227,0.96"
"543.1428,1.01"
"543.1627,1.14"
"543.1827,1.19"
"543.2028,1.22"
"543.2228,1.19"
"543.2427,1.13"
"543.2628,1.15"
"543.2828,0.96"
"543.3027,0.96"
"543.3228,1.03"
"543.3428,0.85"
"543.3627,0.76"
"543.3828,0.93"
"543.4028,0.81"
"543.4227,0.6"
"543.4427,0.98"
"543.4628,1.15"
"543.4827,1.17"
"543.5027,1.32"
"543.5228,1.41"
"543.5427,1.45"
"543.5627,1.5"
"543.5828,1.63"
"543.6027,1.58"
"543.6227,1.47"
"543.6428,1.41"
"543.6627,1.36"
"543.6827,1.25"
"543.7028,1.18"
"543.7228,1.21"
"543.7427,1.21"
"543.7628,1.25"
"543.7828,1.15"
"543.8027,1.18"
"543.8228,1.12"
"543.8428,1.16"
"543.8627,1.14"
"543.8828,1.17"
"543.9028,1.21"
"543.9227,1.31"
"543.9427,1.34"
"543.9628,1.4"
"543.9827,1.5"
"544.0027,1.51"
"544.0228,1.51"
"544.0427,1.43"
"544.0627,1.22"
"544.0828,1.23"
"544.1027,1.28"
"544.1227,1.33"
"544.1428,1.34"
"544.1627,1.3"
"544.1827,1.13"
"544.2028,1.04"
"544.2228,1.03"
"544.2427,1.01"
"544.2628,1.01"
"544.2828,1.01"
"544.3027,1.01"
"544.3228,1.01"
"544.3428,1.04"
"544.3627,1.01"
"544.3828,1.01"
"544.4028,1.01"
"544.4227,1.08"
"544.4427,1.15"
"544.4628,1.09"
"544.4827,1.12"
"544.5027,1.17"
"544.5228,1.17"
"544.5427,1.24"
"544.5627,1.33"
"544.5828,1.37"
"544.6027,1.25"
"544.6227,1.33"
"544.6428,1.34"
"544.6627,1.36"
"544.6827,1.38"
"544.7028,1.38"
"544.7228,1.32"
"544.7427,1.24"
"544.7628,1.15"
"544.7828,1.13"
"544.8027,1.03"
"544.8228,1.09"
"544.8428,1.17"
"544.8627,1.17"
"544.8828,1.15"
"544.9028,0.91"
"544.9227,0.76"
"544.9427,0.7"
"544.9628,0.78"
"544.9827,0.83"
"545.0027,0.82"
"545.0228,0.83"
"545.0427,0.83"
"545.0627,0.93"
"545.0828,1.09"
"545.1027,1.19"
"545.1227,1.34"
"545.1428,1.63"
"545.1627,1.79"
"545.1827,2"
"545.2028,2.21"
"545.2228,2.13"
"545.2427,2"
"545.2628,2.02"
"545.2828,2.02"
"545.3027,2.04"
"545.3228,2.01"
"545.3428,1.86"
"545.3627,1.58"
"545.3828,1.44"
"545.4028,1.46"
"545.4227,1.52"
"545.4427,1.41"
"545.4628,1.34"
"545.4827,1.22"
"545.5027,1.12"
"545.5228,1.04"
"545.5427,1.07"
"545.5627,1.03"
"545.5828,1.03"
"545.6027,1.14"
"545.6227,1.16"
"545.6428,1.17"
"545.6627,1.28"
"545.6827,1.34"
"545.7028,1.34"
"545.7228,1.49"
"545.7427,1.64"
"545.7628,1.72"
"545.7828,1.84"
"545.8027,1.93"
"545.8228,2.03"
"545.8428,2.07"
"545.8627,2.06"
"545.8828,1.93"
"545.9028,1.86"
"545.9227,1.85"
"545.9427,1.73"
"545.9628,1.58"
"545.9827,1.34"
"546.0027,1.09"
"546.0228,0.87"
"546.0427,0.69"
"546.0627,0.51"
"546.0828,0.34"
"546.1027,0.2"
"546.1227,0.14"
"546.1428,0.2"
"546.1627,0.32"
"546.1827,0.39"
"546.2028,0.45"
"546.2228,0.64"
"546.2427,0.65"
"546.2628,0.73"
"546.2828,0.83"
"546.3027,0.83"
"546.3228,0.87"
"546.3428,0.92"
"546.3627,1.06"
"546.3828,1.09"
"546.4028,1.12"
"546.4227,1.23"
"546.4427,1.33"
"546.4628,1.48"
"546.4827,1.66"
"546.5027,1.62"
"546.5228,1.66"
"546.5427,1.56"
"546.5627,1.39"
"546.5828,1.34"
"546.6027,1.13"
"546.6227,0.94"
"546.6428,0.74"
"546.6627,0.89"
"546.6827,1.12"
"546.7028,0.94"
"546.7228,0.46"
"546.7427,0.46"
"546.7628,0.51"
"546.7828,0.33"
"546.8027,0.24"
"546.8228,0.38"
"546.8428,0.5"
"546.8627,0.55"
"546.8828,0.78"
"546.9028,0.87"
"546.9227,1.02"
"546.9427,0.95"
"546.9628,1.04"
"546.9827,1.28"
"547.0027,1.48"
"547.0228,1.48"
"547.0427,1.36"
"547.0627,1.34"
"547.0828,1.32"
"547.1027,1.36"
"547.1227,1.35"
"547.1428,1.23"
"547.1627,1.18"
"547.1827,1.06"
"547.2028,1.13"
"547.2228,1.11"
"547.2427,1.02"
"547.2628,1.07"
"547.2828,0.84"
"547.3027,0.68"
"547.3228,0.53"
"547.3428,0.3"
"547.3627,0.32"
"547.3828,0.33"
"547.4028,0.44"
"547.4227,0.67"
"547.4427,0.83"
"547.4628,1.04"
"547.4827,1.17"
"547.5027,1.35"
"547.5228,1.49"
"547.5427,1.51"
"547.5627,1.59"
"547.5828,1.48"
"547.6027,1.28"
"547.6227,1.18"
"547.6428,1.01"
"547.6627,0.75"
"547.6827,0.68"
"547.7028,0.56"
"547.7228,0.26"
"547.7427,0.19"
"547.7628,0.08"
"547.7828,0.01"
"547.8027,0.01"
"547.8228,0"
"547.8428,0.13"
"547.8627,0.2"
"547.8828,0.36"
"547.9028,0.33"
"547.9227,0.33"
"547.9427,0.5"
"547.9628,0.58"
"547.9827,0.66"
"548.0027,0.68"
"548.0228,0.67"
"548.0427,0.49"
"548.0627,0.37"
"548.0828,0.24"
"548.1027,0.32"
"548.1227,0.19"
"548.1428,0.11"
"548.1627,0.15"
"548.1827,0.18"
"548.2028,0.28"
"548.2228,0.5"
"548.2427,0.77"
"548.2628,1.13"
"548.2828,1.55"
"548.3027,1.67"
"548.3228,1.81"
"548.3428,1.76"
"548.3627,1.85"
"548.3828,2.06"
"548.4028,2.02"
"548.4227,1.98"
"548.4427,1.6"
"548.4628,1.38"
"548.4827,1.35"
"548.5027,1.28"
"548.5228,1.29"
"548.5427,1.28"
"548.5627,1.3"
"548.5828,1.44"
"548.6027,1.52"
"548.6227,1.63"
"548.6428,1.64"
"548.6627,1.52"
"548.6827,1.46"
"548.7028,1.6"
"548.7228,1.59"
"548.7427,1.51"
"548.7628,1.4"
"548.7828,1.42"
"548.8027,1.49"
"548.8228,1.62"
"548.8428,1.62"
"548.8627,1.6"
"548.8828,1.71"
"548.9028,1.71"
"548.9227,1.53"
"548.9427,1.5"
"548.9628,1.37"
"548.9827,1.33"
"549.0027,1.28"
"549.0228,1.33"
"549.0427,1.39"
"549.0627,1.37"
"549.0828,1.34"
"549.1027,1.33"
"549.1227,1.12"
"549.1428,0.98"
"549.1627,1.07"
"549.1827,1.16"
"549.2028,1.03"
"549.2228,0.87"
"549.2427,0.9"
"549.2628,0.91"
"549.2828,1.1"
"549.3027,1.39"
"549.3228,1.6"
"549.3428,1.57"
"549.3627,1.61"
"549.3828,1.58"
"549.4028,1.64"
"549.4227,1.56"
"549.4427,1.64"
"549.4628,1.53"
"549.4827,1.36"
"549.5027,1.26"
"549.5228,1.13"
"549.5427,0.98"
"549.5627,1.09"
"549.5828,1.14"
"549.6027,0.96"
"549.6227,0.85"
"549.6428,0.85"
"549.6627,0.84"
"549.6827,0.82"
"549.7028,0.76"
"549.7228,0.73"
"549.7427,0.83"
"549.7628,0.91"
"549.7828,0.99"
"549.8027,0.92"
"549.8228,0.68"
"549.8428,0.93"
"549.8627,1.14"
"549.8828,1.22"
"549.9028,1.35"
"549.9227,1.6"
"549.9427,1.67"
"549.9628,1.7"
"549.9827,1.76"
"550.0027,1.73"
"550.0228,1.57"
"550.0427,1.51"
"550.0627,1.27"
"550.0828,1.06"
"550.1027,0.86"
"550.1227,0.72"
"550.1428,0.54"
"550.1627,0.43"
"550.1827,0.34"
"550.2028,0.21"
"550.2228,0.28"
"550.2427,0.2"
"550.2628,0.18"
"550.2828,0.03"
"550.3027,0.06"
"550.3228,0.1"
"550.3428,0.07"
"550.3627,0.08"
"550.3828,0.16"
"550.4028,0.18"
"550.4227,0.31"
"550.4427,0.34"
"550.4628,0.46"
"550.4827,0.63"
"550.5027,0.77"
"550.5228,0.84"
"550.5427,1.02"
"550.5627,1.2"
"550.5828,1.28"
"550.6027,1.34"
"550.6227,1.34"
"550.6428,1.42"
"550.6627,1.63"
"550.6827,1.67"
"550.7028,1.6"
"550.7228,1.44"
"550.7427,1.35"
"550.7628,1.34"
"550.7828,1.22"
"550.8027,1.17"
"550.8228,1.1"
"550.8428,1.06"
"550.8627,0.99"
"550.8828,0.93"
"550.9028,0.86"
"550.9227,0.81"
"550.9427,0.88"
"550.9628,0.92"
"550.9827,1"
"551.0027,1.01"
"551.0228,1.01"
"551.0427,1.01"
"551.0627,1.03"
"551.0828,1.07"
"551.1027,1.01"
"551.1227,1.01"
"551.1428,1.01"
"551.1627,1.02"
"551.1827,0.91"
"551.2028,0.84"
"551.2228,0.85"
"551.2427,0.82"
"551.2628,0.68"
"551.2828,0.67"
"551.3027,0.69"
"551.3228,0.79"
"551.3428,0.83"
"551.3627,0.83"
"551.3828,0.79"
"551.4028,0.88"
"551.4227,0.99"
"551.4427,0.96"
"551.4628,1.07"
"551.4827,1.17"
"551.5027,1.26"
"551.5228,1.36"
"551.5427,1.49"
"551.5627,1.46"
"551.5828,1.5"
"551.6027,1.51"
"551.6227,1.53"
"551.6428,1.65"
"551.6627,1.65"
"551.6827,1.56"
"551.7028,1.5"
"551.7228,1.37"
"551.7427,1.28"
"551.7628,1.24"
"551.7828,1.19"
"551.8027,1.17"
"551.8228,1.09"
"551.8428,0.93"
"551.8627,1"
"551.8828,1.01"
"551.9028,1.15"
"551.9227,1.32"
"551.9427,1.34"
"551.9628,1.39"
"551.9827,1.49"
"552.0027,1.43"
"552.0228,1.34"
"552.0427,1.28"
"552.0627,1.18"
"552.0828,0.97"
"552.1027,0.88"
"552.1227,0.69"
"552.1428,0.66"
"552.1627,0.46"
"552.1827,0.36"
"552.2028,0.3"
"552.2228,0.18"
"552.2427,0.2"
"552.2628,0.23"
"552.2828,0.42"
"552.3027,0.54"
"552.3228,0.64"
"552.3428,0.76"
"552.3627,0.82"
"552.3828,0.83"
"552.4028,0.64"
"552.4227,0.46"
"552.4427,0.46"
"552.4628,0.11"
"552.4827,0.04"
"552.5027,0"
"552.5228,0.16"
"552.5427,0.42"
"552.5627,0.34"
"552.5828,0.36"
"552.6027,0.24"
"552.6227,0.27"
"552.6428,0.25"
"552.6627,0.06"
"552.6827,0"
"552.7028,0.04"
"552.7228,0.05"
"552.7427,0.15"
"552.7628,0.29"
"552.7828,0.62"
"552.8027,0.93"
"552.8228,1.09"
"552.8428,1.52"
"552.8627,1.79"
"552.8828,1.96"
"552.9028,2.08"
"552.9227,2.17"
"552.9427,2.11"
"552.9628,2.14"
"552.9827,2"
"553.0027,2.14"
"553.0228,2.04"
"553.0427,2.21"
"553.0627,2.23"
"553.0828,1.99"
"553.1027,1.88"
"553.1227,1.83"
"553.1428,1.9"
"553.1627,2.13"
"553.1827,2.31"
"553.2028,2.52"
"553.2228,2.68"
"553.2427,2.69"
"553.2628,2.81"
"553.2828,2.94"
"553.3027,3.06"
"553.3218,3.16"
"553.3417,3.13"
"553.3618,3.01"
"553.3828,3.31"
"553.4028,3.23"
"553.4227,2.79"
"553.4427,2.7"
"553.4628,2.86"
"553.4827,2.99"
"553.5027,2.98"
"553.5228,2.88"
"553.5427,2.53"
"553.5627,2.44"
"553.5828,2.55"
"553.6027,2.44"
"553.6227,2.63"
"553.6428,2.73"
"553.6627,2.71"
"553.6827,2.81"
"553.7017,2.97"
"553.7217,3.16"
"553.7418,3.1"
"553.7618,3.22"
"553.7828,3.18"
"553.8018,3.05"
"553.8218,2.92"
"553.8428,2.76"
"553.8627,2.58"
"553.8818,2.29"
"553.9028,2.23"
"553.9227,2.13"
"553.9427,1.89"
"553.9628,1.92"
"553.9818,1.93"
"554.0018,1.74"
"554.0217,1.65"
"554.0417,1.69"
"554.0618,1.54"
"554.0817,1.44"
"554.1027,1.34"
"554.1218,1.25"
"554.1428,1.17"
"554.1617,1.27"
"554.1827,1.2"
"554.2028,1.21"
"554.2228,1.3"
"554.2427,1.27"
"554.2618,1.24"
"554.2828,1.29"
"554.3027,1.27"
"554.3228,1.36"
"554.3428,1.38"
"554.3618,1.34"
"554.3828,1.32"
"554.4017,1.24"
"554.4227,1.16"
"554.4427,0.99"
"554.4628,0.96"
"554.4827,0.88"
"554.5027,0.83"
"554.5217,0.8"
"554.5427,0.52"
"554.5627,0.43"
"554.5828,0.41"
"554.6027,0.44"
"554.6227,0.5"
"554.6417,0.44"
"554.6627,0.41"
"554.6827,0.49"
"554.7028,0.5"
"554.7228,0.53"
"554.7427,0.53"
"554.7628,0.55"
"554.7828,0.36"
"554.8027,0.33"
"554.8228,0.33"
"554.8428,0.33"
"554.8627,0.26"
"554.8828,0.32"
"554.9028,0.19"
"554.9227,0.41"
"554.9427,0.51"
"554.9628,0.5"
"554.9827,0.58"
"555.0027,0.72"
"555.0228,0.75"
"555.0427,0.83"
"555.0627,0.93"
"555.0828,1.01"
"555.1027,0.87"
"555.1227,0.83"
"555.1428,0.69"
"555.1627,0.73"
"555.1827,0.67"
"555.2028,0.69"
"555.2228,0.64"
"555.2427,0.55"
"555.2628,0.4"
"555.2828,0.42"
"555.3027,0.35"
"555.3228,0.33"
"555.3428,0.25"
"555.3627,0.24"
"555.3828,0.32"
"555.4028,0.27"
"555.4227,0.32"
"555.4427,0.16"
"555.4628,0.17"
"555.4827,0.04"
"555.5027,0.06"
"555.5228,0.06"
"555.5427,0.1"
"555.5627,0.07"
"555.5828,0.11"
"555.6027,0"
"555.6227,0"
"555.6428,0.06"
"555.6627,0.27"
"555.6827,0.43"
"555.7028,0.49"
"555.7228,0.59"
"555.7427,0.79"
"555.7628,0.98"
"555.7828,0.89"
"555.8027,1.02"
"555.8228,1.17"
"555.8428,1.05"
"555.8627,1.01"
"555.8828,1.11"
"555.9028,1.09"
"555.9227,0.77"
"555.9427,0.59"
"555.9628,0.5"
"555.9827,0.52"
"556.0027,0.5"
"556.0228,0.5"
"556.0427,0.5"
"556.0627,0.36"
"556.0828,0.33"
"556.1027,0.47"
"556.1227,0.46"
"556.1428,0.53"
"556.1627,0.58"
"556.1827,0.5"
"556.2028,0.53"
"556.2228,0.46"
"556.2427,0.43"
"556.2628,0.6"
"556.2828,0.52"
"556.3027,0.51"
"556.3228,0.54"
"556.3428,0.51"
"556.3627,0.6"
"556.3828,0.75"
"556.4028,0.95"
"556.4227,1"
"556.4427,1.02"
"556.4628,1.2"
"556.4827,1.33"
"556.5027,1.3"
"556.5228,1.4"
"556.5427,1.36"
"556.5627,1.34"
"556.5828,1.28"
"556.6027,1.31"
"556.6227,1.34"
"556.6428,1.33"
"556.6627,1.25"
"556.6827,1.21"
"556.7028,1.32"
"556.7217,1.4"
"556.7427,1.4"
"556.7628,1.49"
"556.7817,1.54"
"556.8027,1.5"
"556.8228,1.67"
"556.8428,1.56"
"556.8627,1.74"
"556.8828,1.7"
"556.9028,1.68"
"556.9227,1.78"
"556.9427,1.81"
"556.9628,1.77"
"556.9827,1.91"
"557.0018,1.91"
"557.0228,1.86"
"557.0427,1.68"
"557.0627,1.54"
"557.0828,1.59"
"557.1027,1.68"
"557.1227,1.56"
"557.1428,1.48"
"557.1627,1.51"
"557.1827,1.48"
"557.2017,1.42"
"557.2228,1.58"
"557.2418,1.46"
"557.2628,1.6"
"557.2817,1.68"
"557.3027,1.74"
"557.3228,1.79"
"557.3428,1.75"
"557.3618,1.81"
"557.3828,1.76"
"557.4028,1.75"
"557.4227,1.78"
"557.4427,1.67"
"557.4617,1.68"
"557.4827,1.55"
"557.5027,1.51"
"557.5228,1.41"
"557.5427,1.21"
"557.5618,1.13"
"557.5828,1.16"
"557.6027,0.99"
"557.6218,0.91"
"557.6428,0.97"
"557.6617,0.99"
"557.6827,1.09"
"557.7028,1.15"
"557.7217,1.13"
"557.7427,1.28"
"557.7618,1.29"
"557.7828,1.36"
"557.8027,1.35"
"557.8218,1.33"
"557.8417,1.26"
"557.8618,1.2"
"557.8828,1.32"
"557.9017,1.34"
"557.9227,1.39"
"557.9427,1.27"
"557.9628,1.22"
"557.9827,1.44"
"558.0018,1.38"
"558.0228,1.24"
"558.0417,1.32"
"558.0627,1.28"
"558.0828,1.17"
"558.1017,1.17"
"558.1218,1.22"
"558.1417,1.17"
"558.1617,1.25"
"558.1818,1.19"
"558.2028,1.17"
"558.2228,1.11"
"558.2427,0.97"
"558.2618,0.85"
"558.2828,0.83"
"558.3018,0.67"
"558.3218,0.6"
"558.3417,0.43"
"558.3618,0.25"
"558.3828,0.08"
"558.4028,0.11"
"558.4218,0.15"
"558.4418,0.02"
"558.4628,0.24"
"558.4827,0.19"
"558.5018,0.2"
"558.5217,0.19"
"558.5417,0.18"
"558.5618,0.13"
"558.5828,0.01"
"558.6017,0.05"
"558.6227,0.04"
"558.6417,0.14"
"558.6617,0.13"
"558.6818,0.15"
"558.7017,0.16"
"558.7217,0.16"
"558.7418,0.16"
"558.7628,0.16"
"558.7828,0.21"
"558.8018,0.29"
"558.8218,0.25"
"558.8417,0.24"
"558.8618,0.51"
"558.8818,0.54"
"558.9017,0.44"
"558.9218,0.63"
"558.9418,0.57"
"558.9617,0.45"
"558.9818,0.22"
"559.0018,0.18"
"559.0217,0.2"
"559.0427,0.18"
"559.0618,0.31"
"559.0817,0.27"
"559.1017,0.32"
"559.1218,0.47"
"559.1417,0.57"
"559.1617,0.66"
"559.1827,0.81"
"559.2017,0.84"
"559.2217,0.84"
"559.2418,0.83"
"559.2618,0.98"
"559.2828,1.11"
"559.3018,1.05"
"559.3228,1.2"
"559.3417,1.09"
"559.3618,0.65"
"559.3828,0.37"
"559.4017,0.53"
"559.4218,0.55"
"559.4418,0.28"
"559.4617,0.4"
"559.4818,1.09"
"559.5018,1.85"
"559.5217,2.74"
"559.5427,3.04"
"559.5627,3.57"
"559.5828,4.33"
"559.6017,4.75"
"559.6218,4.46"
