"time,DegOfDev"
"267.9518,4.71"
"267.9717,4.72"
"267.9918,4.73"
"268.0117,4.72"
"268.0317,4.83"
"268.0518,4.88"
"268.0717,4.97"
"268.0917,5.04"
"268.1118,5.05"
"268.1317,5.16"
"268.1518,5.15"
"268.1718,5.1"
"268.1917,5.24"
"268.2118,5.37"
"268.2318,5.37"
"268.2517,5.27"
"268.2718,5.25"
"268.2917,5.18"
"268.3117,5.2"
"268.3318,5.26"
"268.3517,5.23"
"268.3718,5.14"
"268.3918,5.06"
"268.4117,5.05"
"268.4318,5.06"
"268.4518,5.05"
"268.4717,5.05"
"268.4918,5"
"268.5117,4.9"
"268.5317,4.88"
"268.5518,4.88"
"268.5717,4.79"
"268.5917,4.71"
"268.6118,4.69"
"268.6317,4.52"
"268.6518,4.45"
"268.6718,4.37"
"268.6917,4.37"
"268.7118,4.25"
"268.7318,4.25"
"268.7517,4.21"
"268.7718,4.2"
"268.7917,4.2"
"268.8117,4.09"
"268.8318,4.09"
"268.8517,4.09"
"268.8718,4.18"
"268.8918,4.21"
"268.9117,4.24"
"268.9318,4.37"
"268.9518,4.3"
"268.9717,4.37"
"268.9918,4.5"
"269.0117,4.55"
"269.0317,4.62"
"269.0518,4.7"
"269.0717,4.7"
"269.0917,4.67"
"269.1118,4.57"
"269.1317,4.52"
"269.1518,4.4"
"269.1718,4.26"
"269.1917,4.14"
"269.2118,3.97"
"269.2318,3.88"
"269.2517,3.76"
"269.2718,3.58"
"269.2917,3.52"
"269.3117,3.39"
"269.3318,3.25"
"269.3517,3.13"
"269.3718,3.03"
"269.3918,2.94"
"269.4117,2.92"
"269.4318,2.88"
"269.4518,2.87"
"269.4717,2.81"
"269.4918,2.85"
"269.5117,2.9"
"269.5317,2.98"
"269.5518,3.03"
"269.5717,3.15"
"269.5917,3.17"
"269.6118,3.24"
"269.6317,3.2"
"269.6518,3.19"
"269.6718,3.26"
"269.6917,3.27"
"269.7118,3.28"
"269.7318,3.33"
"269.7517,3.33"
"269.7718,3.29"
"269.7917,3.28"
"269.8117,3.33"
"269.8318,3.37"
"269.8517,3.32"
"269.8718,3.31"
"269.8918,3.36"
"269.9117,3.39"
"269.9318,3.47"
"269.9518,3.53"
"269.9717,3.53"
"269.9918,3.63"
"270.0117,3.69"
"270.0317,3.7"
"270.0518,3.86"
"270.0717,3.92"
"270.0917,4.04"
"270.1118,4.1"
"270.1317,4.23"
"270.1518,4.36"
"270.1718,4.38"
"270.1917,4.5"
"270.2118,4.54"
"270.2318,4.56"
"270.2517,4.54"
"270.2718,4.63"
"270.2917,4.62"
"270.3117,4.49"
"270.3318,4.39"
"270.3517,4.3"
"270.3718,4.13"
"270.3918,4.03"
"270.4117,3.8"
"270.4318,3.81"
"270.4518,3.73"
"270.4717,3.7"
"270.4918,3.7"
"270.5117,3.77"
"270.5317,3.75"
"270.5518,3.79"
"270.5717,3.85"
"270.5917,3.93"
"270.6118,4.03"
"270.6317,4.04"
"270.6518,4.06"
"270.6718,4.15"
"270.6917,4.21"
"270.7118,4.24"
"270.7318,4.2"
"270.7517,4.32"
"270.7718,4.23"
"270.7917,4.33"
"270.8117,4.32"
"270.8318,4.36"
"270.8517,4.34"
"270.8718,4.31"
"270.8918,4.32"
"270.9117,4.25"
"270.9318,4.06"
"270.9518,4.18"
"270.9717,4.13"
"270.9918,4.06"
"271.0117,4.07"
"271.0317,4.18"
"271.0518,4.2"
"271.0717,4.19"
"271.0917,4.21"
"271.1118,4.18"
"271.1317,4.16"
"271.1518,4.2"
"271.1718,4.24"
"271.1917,4.34"
"271.2118,4.38"
"271.2318,4.5"
"271.2517,4.55"
"271.2718,4.6"
"271.2917,4.67"
"271.3117,4.71"
"271.3318,4.76"
"271.3517,4.86"
"271.3718,4.92"
"271.3918,4.93"
"271.4117,5"
"271.4318,5.04"
"271.4518,4.9"
"271.4717,4.88"
"271.4918,4.75"
"271.5117,4.64"
"271.5317,4.69"
"271.5518,4.71"
"271.5717,4.71"
"271.5917,4.71"
"271.6118,4.57"
"271.6317,4.5"
"271.6518,4.55"
"271.6718,4.69"
"271.6917,4.71"
"271.7118,4.83"
"271.7318,4.85"
"271.7517,4.88"
"271.7718,4.9"
"271.7917,5"
"271.8117,5.02"
"271.8318,5.05"
"271.8517,5.01"
"271.8718,5.04"
"271.8918,5.09"
"271.9117,4.88"
"271.9318,4.8"
"271.9518,4.81"
"271.9717,4.64"
"271.9918,4.39"
"272.0117,4.36"
"272.0317,4.26"
"272.0518,4.18"
"272.0717,4.08"
"272.0917,4.04"
"272.1118,3.94"
"272.1317,3.82"
"272.1518,3.89"
"272.1718,3.89"
"272.1917,3.83"
"272.2118,3.94"
"272.2318,4.08"
"272.2517,4.08"
"272.2718,4.23"
"272.2917,4.28"
"272.3117,4.35"
"272.3318,4.49"
"272.3517,4.69"
"272.3718,4.71"
"272.3918,4.73"
"272.4117,4.83"
"272.4318,4.94"
"272.4518,5.05"
"272.4717,5.12"
"272.4918,5.06"
"272.5117,5.1"
"272.5317,5.01"
"272.5518,4.96"
"272.5717,5.04"
"272.5917,4.93"
"272.6118,4.75"
"272.6317,4.59"
"272.6518,4.48"
"272.6718,4.38"
"272.6917,4.33"
"272.7118,4.29"
"272.7318,4.21"
"272.7517,4.27"
"272.7718,4.33"
"272.7917,4.32"
"272.8117,4.3"
"272.8318,4.31"
"272.8517,4.37"
"272.8718,4.41"
"272.8918,4.38"
"272.9117,4.31"
"272.9318,4.22"
"272.9518,4.13"
"272.9717,4.2"
"272.9918,4.14"
"273.0117,4.05"
"273.0317,3.92"
"273.0518,3.78"
"273.0717,3.68"
"273.0917,3.65"
"273.1118,3.69"
"273.1317,3.61"
"273.1518,3.67"
"273.1718,3.56"
"273.1917,3.53"
"273.2118,3.43"
"273.2318,3.37"
"273.2517,3.29"
"273.2718,3.29"
"273.2917,3.21"
"273.3117,3.05"
"273.3318,2.95"
"273.3517,2.7"
"273.3718,2.67"
"273.3918,2.57"
"273.4117,2.42"
"273.4318,2.32"
"273.4518,2.24"
"273.4717,2.25"
"273.4918,2.19"
"273.5117,2.19"
"273.5317,2.19"
"273.5518,2.19"
"273.5717,2.32"
"273.5917,2.4"
"273.6118,2.46"
"273.6317,2.39"
"273.6518,2.42"
"273.6718,2.46"
"273.6917,2.52"
"273.7118,2.45"
"273.7318,2.38"
"273.7517,2.5"
"273.7718,2.46"
"273.7917,2.54"
"273.8117,2.44"
"273.8318,2.38"
"273.8517,2.49"
"273.8718,2.43"
"273.8918,2.44"
"273.9117,2.41"
"273.9318,2.32"
"273.9518,2.33"
"273.9717,2.35"
"273.9918,2.35"
"274.0117,2.36"
"274.0317,2.37"
"274.0518,2.45"
"274.0717,2.44"
"274.0917,2.35"
"274.1118,2.34"
"274.1317,2.35"
"274.1518,2.34"
"274.1718,2.23"
"274.1917,2.25"
"274.2118,2.19"
"274.2318,2.19"
"274.2517,2.15"
"274.2718,2.17"
"274.2917,2.06"
"274.3117,2.01"
"274.3318,1.95"
"274.3517,1.89"
"274.3718,1.78"
"274.3918,1.69"
"274.4117,1.68"
"274.4318,1.55"
"274.4518,1.41"
"274.4717,1.29"
"274.4918,1.15"
"274.5117,1.16"
"274.5317,1.17"
"274.5518,1.17"
"274.5717,1.17"
"274.5917,1.17"
"274.6118,1.29"
"274.6317,1.25"
"274.6518,1.31"
"274.6718,1.34"
"274.6917,1.34"
"274.7118,1.34"
"274.7318,1.36"
"274.7517,1.37"
"274.7718,1.45"
"274.7917,1.58"
"274.8117,1.68"
"274.8318,1.68"
"274.8517,1.68"
"274.8718,1.68"
"274.8918,1.68"
"274.9117,1.62"
"274.9318,1.52"
"274.9518,1.53"
"274.9717,1.45"
"274.9918,1.43"
"275.0117,1.38"
"275.0317,1.44"
"275.0518,1.52"
"275.0717,1.47"
"275.0917,1.5"
"275.1118,1.52"
"275.1317,1.57"
"275.1518,1.6"
"275.1718,1.68"
"275.1917,1.56"
"275.2118,1.63"
"275.2318,1.68"
"275.2517,1.65"
"275.2718,1.66"
"275.2917,1.58"
"275.3117,1.48"
"275.3318,1.38"
"275.3517,1.37"
"275.3718,1.34"
"275.3918,1.34"
"275.4117,1.22"
"275.4318,1.19"
"275.4518,1.17"
"275.4717,1.13"
"275.4918,1.15"
"275.5117,1.17"
"275.5317,1.17"
"275.5518,1.17"
"275.5717,1.21"
"275.5917,1.19"
"275.6118,1.17"
"275.6317,1.17"
"275.6518,1.21"
"275.6718,1.25"
"275.6917,1.17"
"275.7118,1.2"
"275.7318,1.19"
"275.7517,1.29"
"275.7718,1.31"
"275.7917,1.29"
"275.8117,1.18"
"275.8318,1.17"
"275.8517,1.17"
"275.8718,1.09"
"275.8918,1.22"
"275.9117,1.09"
"275.9318,1.03"
"275.9518,1.1"
"275.9717,1.08"
"275.9918,1.05"
"276.0117,0.95"
"276.0317,0.85"
"276.0518,0.91"
"276.0717,1.04"
"276.0917,1.16"
"276.1118,1.17"
"276.1317,1.22"
"276.1518,1.16"
"276.1718,1.27"
"276.1917,1.41"
"276.2118,1.52"
"276.2318,1.63"
"276.2517,1.78"
"276.2718,1.8"
"276.2917,1.92"
"276.3117,1.97"
"276.3318,2.03"
"276.3517,1.94"
"276.3718,2"
"276.3918,2.09"
"276.4117,2.1"
"276.4318,2.02"
"276.4518,1.91"
"276.4717,1.85"
"276.4918,1.74"
"276.5117,1.66"
"276.5317,1.6"
"276.5518,1.53"
"276.5717,1.38"
"276.5917,1.23"
"276.6118,1.18"
"276.6317,1.17"
"276.6518,1.07"
"276.6718,1.06"
"276.6917,1.1"
"276.7118,1.09"
"276.7318,1.17"
"276.7517,1.26"
"276.7718,1.29"
"276.7917,1.46"
"276.8117,1.41"
"276.8318,1.34"
"276.8517,1.23"
"276.8718,1.3"
"276.8918,1.33"
"276.9117,1.35"
"276.9318,1.48"
"276.9518,1.44"
"276.9717,1.34"
"276.9918,1.32"
"277.0117,1.34"
"277.0317,1.34"
"277.0518,1.36"
"277.0717,1.48"
"277.0917,1.44"
"277.1118,1.41"
"277.1317,1.48"
"277.1518,1.51"
"277.1718,1.51"
"277.1917,1.51"
"277.2118,1.5"
"277.2318,1.51"
"277.2517,1.51"
"277.2718,1.51"
"277.2917,1.51"
"277.3117,1.51"
"277.3318,1.51"
"277.3517,1.46"
"277.3718,1.42"
"277.3918,1.43"
"277.4117,1.34"
"277.4318,1.34"
"277.4518,1.34"
"277.4717,1.32"
"277.4918,1.37"
"277.5117,1.24"
"277.5317,1.23"
"277.5518,1.43"
"277.5717,1.4"
"277.5917,1.42"
"277.6118,1.62"
"277.6317,1.65"
"277.6518,1.72"
"277.6718,1.85"
"277.6917,1.86"
"277.7118,1.95"
"277.7318,1.95"
"277.7517,2.01"
"277.7718,2.03"
"277.7917,2.16"
"277.8117,2.3"
"277.8318,2.13"
"277.8517,2.08"
"277.8718,2.09"
"277.8918,1.93"
"277.9117,1.97"
"277.9318,2.01"
"277.9518,1.93"
"277.9717,2"
"277.9918,1.99"
"278.0117,1.83"
"278.0317,1.81"
"278.0518,1.84"
"278.0717,1.94"
"278.0917,1.87"
"278.1118,1.8"
"278.1317,1.82"
"278.1518,1.66"
"278.1718,1.7"
"278.1917,1.68"
"278.2118,1.67"
"278.2318,1.62"
"278.2517,1.52"
"278.2718,1.51"
"278.2917,1.61"
"278.3117,1.62"
"278.3318,1.66"
"278.3517,1.64"
"278.3718,1.63"
"278.3918,1.66"
"278.4117,1.58"
"278.4318,1.6"
"278.4518,1.64"
"278.4717,1.53"
"278.4918,1.58"
"278.5117,1.66"
"278.5317,1.7"
"278.5518,1.64"
"278.5717,1.67"
"278.5917,1.68"
"278.6118,1.68"
"278.6317,1.69"
"278.6518,1.67"
"278.6718,1.62"
"278.6917,1.52"
"278.7118,1.51"
"278.7318,1.51"
"278.7517,1.56"
"278.7718,1.71"
"278.7917,1.76"
"278.8117,1.84"
"278.8318,1.95"
"278.8517,1.87"
"278.8718,1.85"
"278.8918,1.96"
"278.9117,1.95"
"278.9318,1.96"
"278.9518,1.87"
"278.9717,1.75"
"278.9918,1.81"
"279.0117,1.7"
"279.0317,1.66"
"279.0518,1.68"
"279.0717,1.62"
"279.0917,1.47"
"279.1118,1.58"
"279.1317,1.52"
"279.1518,1.51"
"279.1718,1.38"
"279.1917,1.36"
"279.2118,1.34"
"279.2318,1.34"
"279.2517,1.34"
"279.2718,1.36"
"279.2917,1.28"
"279.3117,1.37"
"279.3318,1.43"
"279.3517,1.38"
"279.3718,1.41"
"279.3918,1.6"
"279.4117,1.68"
"279.4318,1.82"
"279.4518,1.7"
"279.4717,1.77"
"279.4918,1.85"
"279.5117,1.86"
"279.5317,1.69"
"279.5518,1.59"
"279.5717,1.52"
"279.5917,1.4"
"279.6118,1.33"
"279.6317,1.23"
"279.6518,1.17"
"279.6718,1.06"
"279.6917,1.01"
"279.7118,1.01"
"279.7318,1.07"
"279.7517,1.15"
"279.7718,1.08"
"279.7917,1.16"
"279.8117,1.11"
"279.8318,1.07"
"279.8517,1.15"
"279.8718,1.17"
"279.8918,0.95"
"279.9117,0.98"
"279.9318,0.79"
"279.9518,0.64"
"279.9717,0.9"
"279.9918,0.83"
"280.0117,0.59"
"280.0317,0.58"
"280.0518,0.52"
"280.0717,0.49"
"280.0917,0.58"
"280.1118,0.67"
"280.1317,0.68"
"280.1518,0.74"
"280.1718,0.85"
"280.1917,0.76"
"280.2118,0.61"
"280.2318,0.67"
"280.2517,0.67"
"280.2718,0.67"
"280.2917,0.8"
"280.3117,0.85"
"280.3318,0.85"
"280.3517,0.71"
"280.3718,0.58"
"280.3918,0.64"
"280.4117,0.62"
"280.4318,0.47"
"280.4518,0.29"
"280.4717,0.09"
"280.4918,0.11"
"280.5117,0.16"
"280.5317,0.25"
"280.5518,0.26"
"280.5717,0.24"
"280.5917,0.26"
"280.6118,0.27"
"280.6317,0.17"
"280.6518,0.07"
"280.6718,0"
"280.6917,0.07"
"280.7118,0.15"
"280.7318,0.12"
"280.7517,0.28"
"280.7718,0.26"
"280.7917,0.23"
"280.8117,0.25"
"280.8307,0.33"
"280.8507,0.33"
"280.8708,0.32"
"280.8907,0.19"
"280.9107,0.16"
"280.9308,0.16"
"280.9507,0.16"
"280.9708,0.2"
"280.9908,0.16"
"281.0107,0.29"
"281.0308,0.31"
"281.0508,0.4"
"281.0707,0.5"
"281.0908,0.6"
"281.1107,0.66"
"281.1307,0.78"
"281.1508,0.77"
"281.1707,0.77"
"281.1907,0.74"
"281.2108,0.66"
"281.2307,0.64"
"281.2508,0.55"
"281.2708,0.52"
"281.2907,0.46"
"281.3108,0.27"
"281.3307,0.29"
"281.3507,0.16"
"281.3708,0.01"
"281.3907,0.01"
"281.4107,0"
"281.4308,0"
"281.4507,0.1"
"281.4708,0.05"
"281.4908,0.22"
"281.5107,0.32"
"281.5308,0.33"
"281.5508,0.43"
"281.5707,0.5"
"281.5908,0.61"
"281.6107,0.73"
"281.6307,0.68"
"281.6508,0.67"
"281.6707,0.66"
"281.6907,0.67"
"281.7108,0.56"
"281.7307,0.69"
"281.7508,0.71"
"281.7708,0.76"
"281.7907,0.61"
"281.8108,0.53"
"281.8307,0.63"
"281.8507,0.58"
"281.8708,0.69"
"281.8907,0.78"
"281.9107,0.7"
"281.9308,0.6"
"281.9507,0.51"
"281.9708,0.42"
"281.9908,0.3"
"282.0107,0.22"
"282.0308,0.18"
"282.0508,0.27"
"282.0707,0.18"
"282.0908,0.32"
"282.1107,0.46"
"282.1307,0.37"
"282.1508,0.38"
"282.1707,0.49"
"282.1907,0.5"
"282.2108,0.52"
"282.2307,0.58"
"282.2508,0.51"
"282.2708,0.62"
"282.2907,0.58"
"282.3108,0.5"
"282.3307,0.5"
"282.3507,0.53"
"282.3708,0.49"
"282.3907,0.4"
"282.4117,0.24"
"282.4318,0.16"
"282.4518,0.16"
"282.4717,0.16"
"282.4918,0.16"
"282.5117,0.12"
"282.5317,0.16"
"282.5518,0.28"
"282.5717,0.44"
"282.5917,0.65"
"282.6118,0.74"
"282.6317,0.83"
"282.6518,0.89"
"282.6718,0.83"
"282.6917,0.83"
"282.7118,0.96"
"282.7318,0.99"
"282.7517,0.85"
"282.7718,0.79"
"282.7917,0.65"
"282.8117,0.5"
"282.8318,0.5"
"282.8517,0.62"
"282.8718,0.5"
"282.8918,0.5"
"282.9117,0.56"
"282.9318,0.51"
"282.9518,0.46"
"282.9717,0.51"
"282.9918,0.61"
"283.0107,0.53"
"283.0308,0.63"
"283.0508,0.67"
"283.0707,0.67"
"283.0908,0.62"
"283.1107,0.52"
"283.1307,0.5"
"283.1508,0.58"
"283.1707,0.62"
"283.1907,0.68"
"283.2108,0.75"
"283.2307,0.83"
"283.2508,0.83"
"283.2708,0.83"
"283.2907,0.83"
"283.3108,0.8"
"283.3307,0.67"
"283.3507,0.66"
"283.3708,0.52"
"283.3907,0.5"
"283.4107,0.47"
"283.4308,0.56"
"283.4507,0.49"
"283.4708,0.6"
"283.4908,0.68"
"283.5107,0.56"
"283.5308,0.57"
"283.5508,0.66"
"283.5707,0.53"
"283.5908,0.76"
"283.6107,0.83"
"283.6307,0.72"
"283.6508,0.79"
"283.6707,0.81"
"283.6907,0.85"
"283.7108,0.99"
"283.7307,0.86"
"283.7508,0.84"
"283.7708,0.83"
"283.7907,0.83"
"283.8108,0.83"
"283.8307,0.83"
"283.8507,0.83"
"283.8708,0.83"
"283.8907,0.91"
"283.9107,1.02"
"283.9308,1.14"
"283.9507,1.17"
"283.9708,1.22"
"283.9908,1.31"
"284.0107,1.34"
"284.0308,1.38"
"284.0508,1.44"
"284.0707,1.35"
"284.0908,1.31"
"284.1107,1.33"
"284.1307,1.3"
"284.1508,1.29"
"284.1707,1.34"
"284.1907,1.34"
"284.2108,1.34"
"284.2307,1.27"
"284.2508,1.28"
"284.2708,1.15"
"284.2907,1.2"
"284.3108,1.22"
"284.3307,1.31"
"284.3507,1.28"
"284.3708,1.21"
"284.3907,1.24"
"284.4107,1.22"
"284.4308,1.2"
"284.4507,1.21"
"284.4708,1.17"
"284.4918,1.11"
"284.5117,1.09"
"284.5317,1.04"
"284.5518,1.07"
"284.5717,1.1"
"284.5917,0.95"
"284.6118,0.84"
"284.6317,0.91"
"284.6518,0.84"
"284.6718,0.82"
"284.6917,0.83"
"284.7118,0.83"
"284.7318,0.94"
"284.7517,0.96"
"284.7718,0.99"
"284.7917,1.08"
"284.8117,1.1"
"284.8318,1.04"
"284.8517,1.09"
"284.8718,0.96"
"284.8918,0.85"
"284.9117,0.83"
"284.9318,0.86"
"284.9518,0.85"
"284.9717,0.88"
"284.9918,0.87"
"285.0117,0.85"
"285.0317,0.9"
"285.0518,0.81"
"285.0717,0.6"
"285.0917,0.65"
"285.1118,0.75"
"285.1317,0.69"
"285.1518,0.91"
"285.1718,0.98"
"285.1917,0.99"
"285.2118,1"
"285.2318,0.89"
"285.2517,0.93"
"285.2718,0.85"
"285.2917,0.86"
"285.3117,0.83"
"285.3318,0.83"
"285.3517,0.82"
"285.3708,0.74"
"285.3907,0.83"
"285.4107,0.84"
"285.4308,0.96"
"285.4518,1.01"
"285.4717,1.01"
"285.4918,1.13"
"285.5117,1.05"
"285.5317,1.15"
"285.5518,1.18"
"285.5717,1.21"
"285.5917,1.31"
"285.6118,1.34"
"285.6317,1.2"
"285.6518,1.25"
"285.6718,1.34"
"285.6917,1.21"
"285.7118,1.18"
"285.7318,1.17"
"285.7508,1.17"
"285.7718,1.03"
"285.7917,0.99"
"285.8108,0.96"
"285.8318,0.99"
"285.8517,0.89"
"285.8718,0.79"
"285.8907,0.83"
"285.9117,0.79"
"285.9318,0.76"
"285.9507,0.82"
"285.9708,0.82"
"285.9918,0.8"
"286.0107,0.66"
"286.0308,0.54"
"286.0508,0.63"
"286.0717,0.67"
"286.0917,0.73"
"286.1118,0.88"
"286.1317,0.99"
"286.1518,1.19"
"286.1718,1.19"
"286.1907,1.31"
"286.2118,1.47"
"286.2318,1.44"
"286.2517,1.29"
"286.2718,1.45"
"286.2917,1.51"
"286.3117,1.55"
"286.3318,1.51"
"286.3517,1.45"
"286.3718,1.26"
"286.3918,1.26"
"286.4117,1.11"
"286.4318,1.01"
"286.4518,0.89"
"286.4717,0.75"
"286.4918,0.68"
"286.5117,0.79"
"286.5317,0.77"
"286.5518,0.74"
"286.5717,0.83"
"286.5917,0.83"
"286.6118,0.83"
"286.6317,0.95"
"286.6518,0.86"
"286.6718,0.76"
"286.6917,0.69"
"286.7118,0.67"
"286.7318,0.59"
"286.7517,0.56"
"286.7718,0.65"
"286.7917,0.73"
"286.8117,0.68"
"286.8318,0.59"
"286.8517,0.65"
"286.8718,0.67"
"286.8918,0.77"
"286.9117,0.83"
"286.9318,0.91"
"286.9518,0.9"
"286.9708,0.94"
"286.9908,1.05"
"287.0107,1.02"
"287.0308,1.05"
"287.0508,1.18"
"287.0707,1.17"
"287.0908,1.18"
"287.1107,1.17"
"287.1307,1"
"287.1508,0.77"
"287.1707,0.67"
"287.1907,0.68"
"287.2108,0.67"
"287.2307,0.69"
"287.2508,0.67"
"287.2708,0.5"
"287.2907,0.48"
"287.3108,0.49"
"287.3307,0.64"
"287.3507,0.67"
"287.3708,0.81"
"287.3907,0.8"
"287.4107,0.75"
"287.4308,0.9"
"287.4507,0.89"
"287.4708,1"
"287.4908,1.2"
"287.5107,1.03"
"287.5308,0.85"
"287.5508,0.6"
"287.5707,0.4"
"287.5908,0.53"
"287.6118,0.67"
"287.6307,0.63"
"287.6508,0.6"
"287.6707,0.66"
"287.6917,0.69"
"287.7118,0.52"
"287.7307,0.53"
"287.7517,0.64"
"287.7718,0.83"
"287.7907,0.87"
"287.8108,0.83"
"287.8307,0.85"
"287.8517,0.85"
"287.8718,0.83"
"287.8907,0.93"
"287.9107,1.12"
"287.9308,1.13"
"287.9507,1.14"
"287.9708,1.09"
"287.9908,1.1"
"288.0117,1.2"
"288.0308,1.2"
"288.0518,1.24"
"288.0717,1.43"
"288.0908,1.39"
"288.1107,1.37"
"288.1307,1.34"
"288.1508,1.25"
"288.1707,1.18"
"288.1907,1.06"
"288.2118,0.96"
"288.2307,0.82"
"288.2508,0.69"
"288.2708,0.6"
"288.2907,0.51"
"288.3117,0.52"
"288.3318,0.46"
"288.3507,0.49"
"288.3718,0.5"
"288.3907,0.44"
"288.4107,0.59"
"288.4308,0.7"
"288.4518,0.72"
"288.4708,0.84"
"288.4908,0.98"
"288.5107,1.01"
"288.5308,1.08"
"288.5508,1.26"
"288.5717,1.18"
"288.5908,1.14"
"288.6107,1.21"
"288.6307,1.35"
"288.6518,1.39"
"288.6707,1.32"
"288.6907,1.33"
"288.7108,1.15"
"288.7318,1.02"
"288.7508,0.99"
"288.7708,0.9"
"288.7907,0.99"
"288.8108,1.01"
"288.8307,1.01"
"288.8507,0.98"
"288.8708,0.95"
"288.8907,0.8"
"288.9107,0.79"
"288.9308,1.04"
"288.9507,1.16"
"288.9708,1.3"
"288.9908,1.34"
"289.0117,1.24"
"289.0308,1.14"
"289.0508,0.91"
"289.0707,0.99"
"289.0908,1.13"
"289.1107,1.14"
"289.1307,0.9"
"289.1508,0.83"
"289.1707,0.83"
"289.1907,0.69"
"289.2108,0.77"
"289.2307,0.95"
"289.2508,1.15"
"289.2708,1.17"
"289.2907,1.21"
"289.3108,1.3"
"289.3307,1.28"
"289.3507,1.32"
"289.3708,1.3"
"289.3907,1.2"
"289.4107,1.17"
"289.4308,1.09"
"289.4507,0.92"
"289.4708,0.82"
"289.4908,0.79"
"289.5107,0.67"
"289.5308,0.69"
"289.5508,0.78"
"289.5707,0.69"
"289.5908,0.59"
"289.6107,0.58"
"289.6307,0.55"
"289.6508,0.58"
"289.6707,0.64"
"289.6907,0.53"
"289.7108,0.63"
"289.7307,0.67"
"289.7508,0.67"
"289.7708,0.67"
"289.7907,0.68"
"289.8108,0.68"
"289.8307,0.71"
"289.8507,0.79"
"289.8708,0.68"
"289.8907,0.67"
"289.9107,0.61"
"289.9308,0.51"
"289.9507,0.55"
"289.9708,0.51"
"289.9908,0.5"
"290.0107,0.5"
"290.0308,0.5"
"290.0508,0.42"
"290.0707,0.49"
"290.0908,0.54"
"290.1118,0.7"
"290.1317,0.8"
"290.1518,0.83"
"290.1707,0.8"
"290.1907,1.02"
"290.2108,1.03"
"290.2307,1.07"
"290.2508,1.19"
"290.2708,1.28"
"290.2907,1.34"
"290.3108,1.24"
"290.3307,1.17"
"290.3507,1.11"
"290.3708,0.9"
"290.3907,0.83"
"290.4107,0.8"
"290.4308,0.82"
"290.4507,0.77"
"290.4708,0.86"
"290.4908,0.97"
"290.5107,0.89"
"290.5308,0.83"
"290.5508,0.69"
"290.5707,0.7"
"290.5908,0.82"
"290.6107,0.71"
"290.6307,0.7"
"290.6508,0.83"
"290.6707,1"
"290.6907,1.01"
"290.7108,1.13"
"290.7307,1.25"
"290.7508,1.17"
"290.7708,1.25"
"290.7907,1.38"
"290.8108,1.27"
"290.8307,1.27"
"290.8507,1.2"
"290.8708,1.03"
"290.8907,0.88"
"290.9107,0.75"
"290.9308,0.72"
"290.9507,0.74"
"290.9708,0.79"
"290.9908,0.73"
"291.0107,0.7"
"291.0308,0.54"
"291.0508,0.51"
"291.0707,0.65"
"291.0908,0.67"
"291.1107,0.67"
"291.1307,0.67"
"291.1508,0.53"
"291.1707,0.37"
"291.1907,0.41"
"291.2108,0.49"
"291.2307,0.5"
"291.2508,0.42"
"291.2708,0.42"
"291.2907,0.51"
"291.3108,0.56"
"291.3307,0.5"
"291.3507,0.59"
"291.3708,0.66"
"291.3907,0.68"
"291.4107,0.68"
"291.4308,0.67"
"291.4507,0.67"
"291.4708,0.67"
"291.4908,0.74"
"291.5107,0.73"
"291.5308,0.83"
"291.5508,0.83"
"291.5707,0.97"
"291.5908,1.13"
"291.6107,1.13"
"291.6307,1.16"
"291.6508,1.17"
"291.6707,1.17"
"291.6907,1.17"
"291.7108,1.15"
"291.7307,1.21"
"291.7508,1.28"
"291.7708,1.33"
"291.7907,1.21"
"291.8108,1.17"
"291.8307,1.08"
"291.8507,1.01"
"291.8708,0.98"
"291.8907,0.89"
"291.9107,0.98"
"291.9308,1.01"
"291.9507,1.07"
"291.9708,1.03"
"291.9908,1.01"
"292.0107,0.91"
"292.0308,0.84"
"292.0508,0.7"
"292.0707,0.7"
"292.0908,0.75"
"292.1107,0.8"
"292.1307,0.83"
"292.1508,0.94"
"292.1707,1.13"
"292.1907,1.17"
"292.2108,1.28"
"292.2307,1.52"
"292.2508,1.49"
"292.2708,1.53"
"292.2907,1.72"
"292.3108,1.84"
"292.3307,1.82"
"292.3507,1.84"
"292.3708,1.98"
"292.3907,2.04"
"292.4107,2.03"
"292.4308,2.12"
"292.4507,2.17"
"292.4708,2.19"
"292.4908,2.19"
"292.5107,2.08"
"292.5308,2.02"
"292.5508,1.92"
"292.5707,1.7"
"292.5908,1.42"
"292.6107,1.19"
"292.6307,0.98"
"292.6508,0.75"
"292.6707,0.56"
"292.6907,0.42"
"292.7108,0.22"
"292.7307,0.12"
"292.7508,0.14"
"292.7708,0.03"
"292.7907,0"
"292.8108,0.08"
"292.8307,0.15"
"292.8507,0.16"
"292.8708,0.21"
"292.8907,0.32"
"292.9107,0.45"
"292.9308,0.45"
"292.9507,0.58"
"292.9708,0.53"
"292.9908,0.48"
"293.0107,0.39"
"293.0308,0.21"
"293.0508,0.11"
"293.0707,0.04"
"293.0908,0.14"
"293.1107,0.24"
"293.1307,0.41"
"293.1508,0.36"
"293.1707,0.39"
"293.1907,0.47"
"293.2108,0.38"
"293.2307,0.46"
"293.2508,0.47"
"293.2708,0.37"
"293.2907,0.48"
"293.3108,0.47"
"293.3307,0.34"
"293.3507,0.33"
"293.3708,0.43"
"293.3907,0.45"
"293.4107,0.42"
